x,y,Prec
-77.9249984790825,2.4749992918775,259.671569824219
-77.8749984783375,2.4749992918775,262.970886230469
-77.8249984775925,2.4749992918775,288.274322509766
-77.7749984768475,2.4749992918775,
-77.7249984761025,2.4749992918775,328.999938964844
-77.6749984753575,2.4749992918775,357.064453125
-77.6249984746125,2.4749992918775,380.83203125
-77.5749984738675,2.4749992918775,385.031921386719
-77.5249984731225,2.4749992918775,401.064575195312
-77.4749984723775,2.4749992918775,382.557861328125
-77.4249984716325,2.4749992918775,389.90771484375
-77.3749984708875,2.4749992918775,385.011444091797
-77.3249984701425,2.4749992918775,392.749450683594
-77.2749984693975,2.4749992918775,379.463500976562
-77.2249984686525,2.4749992918775,406.986938476562
-77.1749984679075,2.4749992918775,392.015625
-77.1249984671625,2.4749992918775,373.552764892578
-77.0749984664175,2.4749992918775,
-77.0249984656725,2.4749992918775,340.28955078125
-76.9749984649275,2.4749992918775,372.460083007812
-76.9249984641825,2.4749992918775,375.414337158203
-76.8749984634375,2.4749992918775,372.838470458984
-76.8249984626925,2.4749992918775,347.167327880859
-76.7749984619475,2.4749992918775,
-76.7249984612025,2.4749992918775,372.287719726562
-76.6749984604575,2.4749992918775,388.984497070312
-76.6249984597125,2.4749992918775,391.405029296875
-76.5749984589675,2.4749992918775,361.695098876953
-77.9249984790825,2.4249992911325,266.958923339844
-77.8749984783375,2.4249992911325,285.728607177734
-77.8249984775925,2.4249992911325,
-77.7749984768475,2.4249992911325,304.791137695312
-77.7249984761025,2.4249992911325,315.55810546875
-77.6749984753575,2.4249992911325,344.655029296875
-77.6249984746125,2.4249992911325,366.756958007812
-77.5749984738675,2.4249992911325,384.939575195312
-77.5249984731225,2.4249992911325,391.717742919922
-77.4749984723775,2.4249992911325,
-77.4249984716325,2.4249992911325,358.376525878906
-77.3749984708875,2.4249992911325,358.941375732422
-77.3249984701425,2.4249992911325,372.6962890625
-77.2749984693975,2.4249992911325,374.925506591797
-77.2249984686525,2.4249992911325,394.500305175781
-77.1749984679075,2.4249992911325,366.271209716797
-77.1249984671625,2.4249992911325,345.5263671875
-77.0749984664175,2.4249992911325,319.241607666016
-77.0249984656725,2.4249992911325,311.260803222656
-76.9749984649275,2.4249992911325,352.724304199219
-76.9249984641825,2.4249992911325,359.333312988281
-76.8749984634375,2.4249992911325,338.583984375
-76.8249984626925,2.4249992911325,331.574890136719
-76.7749984619475,2.4249992911325,332.275054931641
-76.7249984612025,2.4249992911325,
-76.6749984604575,2.4249992911325,364.934509277344
-76.6249984597125,2.4249992911325,
-76.5749984589675,2.4249992911325,332.982238769531
-77.9249984790825,2.3749992903875,279.297241210938
-77.8749984783375,2.3749992903875,301.037506103516
-77.8249984775925,2.3749992903875,313.365509033203
-77.7749984768475,2.3749992903875,311.878723144531
-77.7249984761025,2.3749992903875,318.2509765625
-77.6749984753575,2.3749992903875,329.502288818359
-77.6249984746125,2.3749992903875,342.119140625
-77.5749984738675,2.3749992903875,358.382995605469
-77.5249984731225,2.3749992903875,373.207550048828
-77.4749984723775,2.3749992903875,355.761596679688
-77.4249984716325,2.3749992903875,349.770874023438
-77.3749984708875,2.3749992903875,
-77.3249984701425,2.3749992903875,355.466613769531
-77.2749984693975,2.3749992903875,348.362426757812
-77.2249984686525,2.3749992903875,378.669525146484
-77.1749984679075,2.3749992903875,353.681457519531
-77.1249984671625,2.3749992903875,
-77.0749984664175,2.3749992903875,322.859680175781
-77.0249984656725,2.3749992903875,306.312377929688
-76.9749984649275,2.3749992903875,351.226684570312
-76.9249984641825,2.3749992903875,338.078979492188
-76.8749984634375,2.3749992903875,346.644958496094
-76.8249984626925,2.3749992903875,344.978149414062
-76.7749984619475,2.3749992903875,344.888427734375
-76.7249984612025,2.3749992903875,353.789733886719
-76.6749984604575,2.3749992903875,360.424011230469
-76.6249984597125,2.3749992903875,344.013671875
-76.5749984589675,2.3749992903875,307.39501953125
-77.9249984790825,2.3249992896425,269.558410644531
-77.8749984783375,2.3249992896425,295.287536621094
-77.8249984775925,2.3249992896425,304.690551757812
-77.7749984768475,2.3249992896425,305.173492431641
-77.7249984761025,2.3249992896425,321.232391357422
-77.6749984753575,2.3249992896425,
-77.6249984746125,2.3249992896425,341.540557861328
-77.5749984738675,2.3249992896425,363.883087158203
-77.5249984731225,2.3249992896425,360.531066894531
-77.4749984723775,2.3249992896425,353.657989501953
-77.4249984716325,2.3249992896425,356.820861816406
-77.3749984708875,2.3249992896425,343.141632080078
-77.3249984701425,2.3249992896425,356.929077148438
-77.2749984693975,2.3249992896425,341.737762451172
-77.2249984686525,2.3249992896425,340.794372558594
-77.1749984679075,2.3249992896425,326.431396484375
-77.1249984671625,2.3249992896425,322.638702392578
-77.0749984664175,2.3249992896425,305.181640625
